make,model,procSpeed,salePrice
Acer,Predator,3.6,870.0
Lenovo,Legion,3.6,521.0
Razer,Blade,3.6,706.0
Razer,Blade,3.1,1414.0
Razer,Blade,3.5,1671.0
Razer,Blade,3.6,1386.0
Razer,Blade,3.4,1310.0
Acer,Predator,3.4,1879.0
Razer,Blade,3.4,759.0
Lenovo,Legion,3.8,1998.0
Razer,Blade,3.0,627.0
Razer,Blade,3.8,1181.0
Razer,Blade,3.3,551.0
Razer,Blade,3.4,1446.0
Lenovo,Legion,3.4,1410.0
Razer,Blade,3.8,1846.0
Razer,Blade,3.5,1692.0
Razer,Blade,3.5,1233.0
HP,Omen,3.6,711.0
Lenovo,Legion,3.8,1086.0
MSI,Raider,3.2,1347.0
Razer,Blade,3.3,1290.0
Razer,Blade,3.3,1689.0
Razer,Blade,3.4,1878.0
Razer,Blade,3.5,1847.0
Razer,Blade,3.2,1993.0
Lenovo,Legion,3.8,1831.0
Razer,Blade,3.2,1765.0
Acer,Predator,3.1,1374.0
Razer,Blade,3.7,1874.0
Razer,Blade,3.3,748.0
Razer,Blade,3.6,1766.0
Razer,Blade,3.4,662.0
Razer,Blade,3.7,1900.0
Razer,Blade,3.2,940.0
MSI,Raider,3.0,1567.0
Alienware,Area-51,3.7,1740.0
Razer,Blade,3.8,1345.0
Razer,Blade,3.8,1410.0
Razer,Blade,3.3,1399.0
Razer,Blade,3.6,1015.0
Lenovo,Legion,3.5,864.0
Razer,Blade,3.3,620.0
Asus,ROG,3.3,941.0
Razer,Blade,3.7,1884.0
Razer,Blade,3.7,1427.0
Razer,Blade,3.3,1505.0
Razer,Blade,3.8,1364.0
Lenovo,Legion,3.6,886.0
Razer,Blade,3.4,1265.0
MSI,Raider,3.7,1965.0
Razer,Blade,3.3,1154.0
Razer,Blade,3.8,1329.0
Razer,Blade,3.4,1600.0
Razer,Blade,3.5,1020.0
Lenovo,Legion,3.4,551.0
Razer,Blade,3.3,803.0
HP,Omen,3.8,1857.0
HP,Omen,3.1,507.0
Razer,Blade,3.1,1592.0
Razer,Blade,3.2,1091.0
Razer,Blade,3.6,1991.0
Razer,Blade,3.0,1752.0
Asus,ROG,3.7,1166.0
Acer,Predator,3.7,1182.0
Razer,Blade,3.8,1327.0
Razer,Blade,3.0,808.0
Acer,Predator,3.6,1730.0
Razer,Blade,3.0,811.0
Razer,Blade,3.0,1655.0
Razer,Blade,3.4,1438.0
Razer,Blade,3.7,1570.0
Razer,Blade,3.2,1277.0
Razer,Blade,3.8,646.0
Razer,Blade,3.3,625.0
Razer,Blade,3.3,927.0
Razer,Blade,3.4,1403.0
Razer,Blade,3.1,618.0
Lenovo,Legion,3.6,556.0
Razer,Blade,3.2,1076.0
Lenovo,Legion,3.0,1214.0
MSI,Raider,3.3,1425.0
Alienware,Area-51,3.6,1566.0
Asus,ROG,3.6,1214.0
Razer,Blade,3.4,890.0
Razer,Blade,3.1,1256.0
Razer,Blade,3.0,1006.0
Alienware,Area-51,3.0,1145.0
Razer,Blade,3.1,1965.0
Razer,Blade,3.8,741.0
Razer,Blade,3.0,518.0
Razer,Blade,3.7,723.0
Razer,Blade,3.7,1835.0
Razer,Blade,3.4,1478.0
HP,Omen,3.1,1696.0
Razer,Blade,3.6,1365.0
Lenovo,Legion,3.0,1218.0
Razer,Blade,3.1,1365.0
Razer,Blade,3.8,798.0
Razer,Blade,3.0,757.0
Razer,Blade,3.0,1754.0
Lenovo,Legion,3.1,1357.0
Razer,Blade,3.8,804.0
Razer,Blade,3.2,1900.0
Razer,Blade,3.1,1048.0
Acer,Predator,3.5,1698.0
Razer,Blade,3.0,794.0
Razer,Blade,3.6,933.0
Acer,Predator,3.7,1011.0
Razer,Blade,3.0,506.0
HP,Omen,3.0,810.0
Razer,Blade,3.3,1850.0
Alienware,Area-51,3.8,1026.0
Razer,Blade,3.5,1159.0
Razer,Blade,3.7,1915.0
Razer,Blade,3.8,1725.0
Razer,Blade,3.5,577.0
Razer,Blade,3.2,1566.0
Acer,Predator,3.1,873.0
Acer,Predator,3.8,863.0
Alienware,Area-51,3.6,1741.0
Lenovo,Legion,3.6,667.0
Razer,Blade,3.2,1292.0
Razer,Blade,3.1,1544.0
Acer,Predator,3.5,908.0
HP,Omen,3.0,1867.0
HP,Omen,3.1,638.0
Asus,ROG,3.0,1290.0
Acer,Predator,3.1,1337.0
HP,Omen,3.4,1160.0
Razer,Blade,3.7,1132.0
Razer,Blade,3.7,699.0
HP,Omen,3.5,793.0
Acer,Predator,3.3,1459.0
Alienware,Area-51,3.8,862.0
Razer,Blade,3.3,1954.0
Razer,Blade,3.3,1216.0
Razer,Blade,3.0,1657.0
Razer,Blade,3.0,1763.0
Razer,Blade,3.2,1512.0
Razer,Blade,3.0,1989.0
Lenovo,Legion,3.2,1069.0
Razer,Blade,3.5,1704.0
Razer,Blade,3.5,1118.0
Razer,Blade,3.8,937.0
Lenovo,Legion,3.7,1750.0
HP,Omen,3.8,1701.0
Razer,Blade,3.5,1084.0
Razer,Blade,3.4,926.0
HP,Omen,3.2,768.0
Razer,Blade,3.4,1585.0
HP,Omen,3.4,1889.0
Razer,Blade,3.4,1662.0
HP,Omen,3.8,1697.0
Razer,Blade,3.3,732.0
Razer,Blade,3.1,1087.0
Razer,Blade,3.6,544.0
Razer,Blade,3.2,1668.0
Razer,Blade,3.3,669.0
Razer,Blade,3.5,1281.0
Lenovo,Legion,3.8,1464.0
MSI,Raider,3.5,1354.0
Razer,Blade,3.4,682.0
HP,Omen,3.7,1373.0
Razer,Blade,3.0,869.0
Alienware,Area-51,3.1,1824.0
Razer,Blade,3.0,959.0
Razer,Blade,3.5,585.0
Lenovo,Legion,3.6,719.0
Razer,Blade,3.2,770.0
Acer,Predator,3.5,1378.0
Lenovo,Legion,3.0,931.0
Razer,Blade,3.7,1085.0
HP,Omen,3.5,1557.0
Razer,Blade,3.2,1681.0
Acer,Predator,3.0,666.0
Razer,Blade,3.1,1157.0
Alienware,Area-51,3.3,549.0
Razer,Blade,3.5,633.0
Razer,Blade,3.8,1635.0
HP,Omen,3.7,767.0
Razer,Blade,3.1,1162.0
Razer,Blade,3.1,1336.0
Razer,Blade,3.6,625.0
Razer,Blade,3.2,1271.0
HP,Omen,3.8,573.0
Lenovo,Legion,3.2,977.0
Alienware,Area-51,3.3,1481.0
Acer,Predator,3.1,705.0
Lenovo,Legion,3.3,1421.0
Razer,Blade,3.3,1789.0
Asus,ROG,3.1,912.0
Razer,Blade,3.5,712.0
MSI,Raider,3.3,986.0
Razer,Blade,3.3,605.0
MSI,Raider,3.6,1638.0
Razer,Blade,3.8,1196.0
Razer,Blade,3.1,605.0
Razer,Blade,3.0,1381.0
Lenovo,Legion,3.1,1438.0
Razer,Blade,3.7,1161.0
Razer,Blade,3.0,1174.0
Asus,ROG,3.2,1926.0
Asus,ROG,3.1,1053.0
Acer,Predator,3.1,1543.0
Alienware,Area-51,3.8,1126.0
Alienware,Area-51,3.0,612.0
Alienware,Area-51,3.7,1041.0
Alienware,Area-51,3.3,1309.0
Razer,Blade,3.3,1503.0
Acer,Predator,3.6,1270.0
Razer,Blade,3.6,818.0
MSI,Raider,3.8,527.0
MSI,Raider,3.8,516.0
HP,Omen,3.6,1642.0
Razer,Blade,3.8,1647.0
Razer,Blade,3.4,1055.0
Alienware,Area-51,3.2,925.0
Razer,Blade,3.0,1215.0
Razer,Blade,3.6,534.0
HP,Omen,3.0,1486.0
HP,Omen,3.2,1638.0
Razer,Blade,3.2,647.0
Razer,Blade,3.6,829.0
Razer,Blade,3.1,1135.0
Lenovo,Legion,3.2,1821.0
Razer,Blade,3.3,579.0
Razer,Blade,3.5,915.0
Lenovo,Legion,3.7,955.0
Razer,Blade,3.6,1394.0
Razer,Blade,3.4,836.0
Asus,ROG,3.2,1772.0
Razer,Blade,3.4,1455.0
Lenovo,Legion,3.2,816.0
Lenovo,Legion,3.6,1404.0
Razer,Blade,3.0,587.0
MSI,Raider,3.8,1782.0
Razer,Blade,3.1,627.0
Razer,Blade,3.4,1158.0
Razer,Blade,3.8,1769.0
MSI,Raider,3.0,730.0
Razer,Blade,3.3,1477.0
HP,Omen,3.2,1970.0
Razer,Blade,3.8,1268.0
Razer,Blade,3.7,1960.0
Lenovo,Legion,3.5,879.0
Razer,Blade,3.7,879.0
Razer,Blade,3.4,984.0
Razer,Blade,3.5,1546.0
Acer,Predator,3.5,1435.0
Acer,Predator,3.6,927.0
Razer,Blade,3.2,1799.0
Razer,Blade,3.0,697.0
Asus,ROG,3.2,1727.0
Razer,Blade,3.4,684.0
Lenovo,Legion,3.7,741.0
Razer,Blade,3.0,1042.0
Razer,Blade,3.1,542.0
Razer,Blade,3.8,1866.0
Razer,Blade,3.7,1716.0
Lenovo,Legion,3.3,1910.0
HP,Omen,3.8,701.0
Alienware,Area-51,3.4,806.0
Razer,Blade,3.2,746.0
Razer,Blade,3.2,716.0
Alienware,Area-51,3.2,892.0
Razer,Blade,3.8,1960.0
Razer,Blade,3.5,1804.0
Razer,Blade,3.5,943.0
Asus,ROG,3.3,813.0
Razer,Blade,3.5,847.0
Razer,Blade,3.4,1981.0
MSI,Raider,3.0,1314.0
Lenovo,Legion,3.3,1139.0
Razer,Blade,3.5,705.0
Razer,Blade,3.7,1604.0
Razer,Blade,3.2,1491.0
Razer,Blade,3.7,1054.0
Razer,Blade,3.1,1379.0
Razer,Blade,3.1,963.0
Razer,Blade,3.7,1117.0
Razer,Blade,3.0,1598.0
Razer,Blade,3.0,1988.0
Alienware,Area-51,3.8,1134.0
Razer,Blade,3.4,1905.0
Razer,Blade,3.4,1908.0
Acer,Predator,3.6,765.0
Lenovo,Legion,3.5,1176.0
Razer,Blade,3.7,1048.0
Alienware,Area-51,3.6,1793.0
Razer,Blade,3.5,678.0
Razer,Blade,3.7,1021.0
Razer,Blade,3.8,1834.0
Lenovo,Legion,3.8,1698.0
Razer,Blade,3.7,1454.0
Razer,Blade,3.2,1516.0
MSI,Raider,3.0,1365.0
MSI,Raider,3.7,1072.0
Asus,ROG,3.0,1718.0
Asus,ROG,3.2,1102.0
Acer,Predator,3.3,1733.0
Razer,Blade,3.8,1596.0
Razer,Blade,3.1,1194.0
Razer,Blade,3.4,1535.0
Alienware,Area-51,3.4,989.0
Acer,Predator,3.3,1761.0
Razer,Blade,3.5,595.0
Razer,Blade,3.8,987.0
Asus,ROG,3.5,528.0
Razer,Blade,3.8,1557.0
Razer,Blade,3.4,950.0
Razer,Blade,3.6,1650.0
Razer,Blade,3.2,1652.0
Alienware,Area-51,3.4,972.0
HP,Omen,3.6,696.0
Razer,Blade,3.6,1093.0
Alienware,Area-51,3.8,1491.0
Razer,Blade,3.8,1232.0
Razer,Blade,3.1,977.0
Razer,Blade,3.1,1116.0
Razer,Blade,3.5,1031.0
MSI,Raider,3.0,551.0
Acer,Predator,3.5,1619.0
Razer,Blade,3.2,1807.0
Razer,Blade,3.8,1036.0
Razer,Blade,3.3,511.0
Razer,Blade,3.0,831.0
HP,Omen,3.1,849.0
Razer,Blade,3.3,909.0
Razer,Blade,3.2,534.0
Razer,Blade,3.6,924.0
HP,Omen,3.2,1919.0
Razer,Blade,3.7,572.0
HP,Omen,3.6,826.0
Lenovo,Legion,3.1,839.0
Acer,Predator,3.5,559.0
Razer,Blade,3.3,560.0
Razer,Blade,3.5,975.0
Razer,Blade,3.7,867.0
Razer,Blade,3.4,1912.0
Acer,Predator,3.0,756.0
Razer,Blade,3.1,1197.0
Razer,Blade,3.3,1831.0
Asus,ROG,3.4,1998.0
Razer,Blade,3.4,1720.0
MSI,Raider,3.1,926.0
Razer,Blade,3.4,752.0
Razer,Blade,3.5,1309.0
Razer,Blade,3.6,567.0
Razer,Blade,3.4,900.0
HP,Omen,3.7,529.0
Lenovo,Legion,3.7,1947.0
Razer,Blade,3.2,1951.0
HP,Omen,3.2,555.0
Asus,ROG,3.7,1585.0
Lenovo,Legion,3.3,1957.0
Razer,Blade,3.1,846.0
Lenovo,Legion,3.3,1962.0
Razer,Blade,3.2,1439.0
Razer,Blade,3.1,1433.0
Razer,Blade,3.0,1225.0
Razer,Blade,3.1,1697.0
Razer,Blade,3.1,1665.0
HP,Omen,3.2,954.0
Acer,Predator,3.5,623.0
Lenovo,Legion,3.1,1569.0
Razer,Blade,3.2,1388.0
HP,Omen,3.0,1831.0
Alienware,Area-51,3.7,582.0
Razer,Blade,3.3,1124.0
Acer,Predator,3.2,1002.0
MSI,Raider,3.6,1448.0
Razer,Blade,3.8,1290.0
Razer,Blade,3.4,1841.0
Razer,Blade,3.7,1075.0
Razer,Blade,3.2,1768.0
Razer,Blade,3.8,875.0
Razer,Blade,3.7,1062.0
Razer,Blade,3.5,1466.0
MSI,Raider,3.1,1249.0
Razer,Blade,3.2,889.0
Razer,Blade,3.1,1191.0
Lenovo,Legion,3.0,1358.0
Razer,Blade,3.3,1714.0
Asus,ROG,3.2,595.0
Razer,Blade,3.7,524.0
Razer,Blade,3.0,1589.0
Lenovo,Legion,3.6,1385.0
Razer,Blade,3.8,1406.0
Razer,Blade,3.3,678.0
Razer,Blade,3.8,606.0
Razer,Blade,3.2,906.0
HP,Omen,3.0,1034.0
Razer,Blade,3.2,1207.0
Alienware,Area-51,3.4,1527.0
Asus,ROG,3.6,1284.0
Razer,Blade,3.5,1406.0
Alienware,Area-51,3.5,944.0
Razer,Blade,3.1,1898.0
Alienware,Area-51,3.3,1251.0
Razer,Blade,3.1,918.0
HP,Omen,3.7,1489.0
Acer,Predator,3.3,829.0
HP,Omen,3.3,575.0
Razer,Blade,3.8,655.0
Lenovo,Legion,3.3,1877.0
Razer,Blade,3.7,1302.0
Razer,Blade,3.1,1457.0
Razer,Blade,3.7,1265.0
Acer,Predator,3.1,670.0
Lenovo,Legion,3.2,1003.0
Acer,Predator,3.2,578.0
Razer,Blade,3.8,925.0
Lenovo,Legion,3.8,1251.0
Razer,Blade,3.4,1552.0
MSI,Raider,3.3,1261.0
Razer,Blade,3.4,1554.0
Razer,Blade,3.7,1852.0
Razer,Blade,3.7,1238.0
Razer,Blade,3.8,1722.0
Razer,Blade,3.6,1779.0
HP,Omen,3.8,1656.0
Razer,Blade,3.0,1241.0
Razer,Blade,3.4,1616.0
Razer,Blade,3.0,1766.0
MSI,Raider,3.0,696.0
Razer,Blade,3.7,1858.0
Razer,Blade,3.5,1381.0
Razer,Blade,3.0,1002.0
Razer,Blade,3.5,1999.0
Alienware,Area-51,3.6,1784.0
Razer,Blade,3.3,1620.0
Razer,Blade,3.2,1747.0
Lenovo,Legion,3.2,734.0
MSI,Raider,3.0,1392.0
MSI,Raider,3.0,1411.0
Asus,ROG,3.6,1113.0
Razer,Blade,3.4,773.0
Razer,Blade,3.7,1806.0
Razer,Blade,3.7,643.0
HP,Omen,3.6,1298.0
Razer,Blade,3.0,1156.0
Razer,Blade,3.6,1247.0
Razer,Blade,3.8,1128.0
Razer,Blade,3.3,1070.0
Razer,Blade,3.1,993.0
Razer,Blade,3.0,1152.0
Razer,Blade,3.5,1271.0
Razer,Blade,3.8,1721.0
Razer,Blade,3.7,801.0
Razer,Blade,3.5,1789.0
Razer,Blade,3.4,1132.0
Razer,Blade,3.2,1402.0
Razer,Blade,3.0,1324.0
Razer,Blade,3.2,687.0
Razer,Blade,3.0,925.0
MSI,Raider,3.6,1863.0
Razer,Blade,3.0,886.0
HP,Omen,3.2,984.0
Asus,ROG,3.0,1307.0
Razer,Blade,3.5,767.0
Razer,Blade,3.7,1589.0
Razer,Blade,3.5,1340.0
Razer,Blade,3.0,1271.0
HP,Omen,3.7,743.0
Razer,Blade,3.7,1226.0
Razer,Blade,3.7,1890.0
Razer,Blade,3.5,1504.0
Razer,Blade,3.6,786.0
Lenovo,Legion,3.7,529.0
Razer,Blade,3.0,602.0
Razer,Blade,3.5,1363.0
Alienware,Area-51,3.3,700.0
Razer,Blade,3.5,1045.0
Alienware,Area-51,3.7,1520.0
Alienware,Area-51,3.4,1791.0
Razer,Blade,3.0,1764.0
HP,Omen,3.0,622.0
Alienware,Area-51,3.4,1254.0
Razer,Blade,3.7,948.0
Acer,Predator,3.2,619.0
Acer,Predator,3.0,888.0
Razer,Blade,3.5,1632.0
Razer,Blade,3.7,1252.0
Asus,ROG,3.0,992.0
Alienware,Area-51,3.6,1623.0
Razer,Blade,3.3,1481.0
Razer,Blade,3.7,1746.0
Razer,Blade,3.0,1160.0
Acer,Predator,3.2,1356.0
Razer,Blade,3.1,521.0
Razer,Blade,3.1,752.0
Alienware,Area-51,3.0,773.0
Alienware,Area-51,3.1,566.0
HP,Omen,3.6,1593.0
Razer,Blade,3.7,1710.0
MSI,Raider,3.8,1673.0
Razer,Blade,3.2,1955.0
Razer,Blade,3.4,528.0
MSI,Raider,3.3,1807.0
HP,Omen,3.0,1085.0
Acer,Predator,3.2,845.0
Alienware,Area-51,3.3,1685.0
Razer,Blade,3.7,1834.0
Asus,ROG,3.6,1705.0
Razer,Blade,3.2,1242.0
Razer,Blade,3.2,1273.0
Lenovo,Legion,3.2,880.0
Razer,Blade,3.7,1809.0
Razer,Blade,3.4,1515.0
Razer,Blade,3.4,599.0
Razer,Blade,3.3,750.0
HP,Omen,3.1,1573.0
Lenovo,Legion,3.1,574.0
Razer,Blade,3.0,565.0
Asus,ROG,3.0,773.0
HP,Omen,3.5,815.0
Acer,Predator,3.4,776.0
Razer,Blade,3.0,1118.0
MSI,Raider,3.4,1245.0
Razer,Blade,3.1,632.0
Razer,Blade,3.4,1640.0
Razer,Blade,3.5,1791.0
Razer,Blade,3.8,722.0
HP,Omen,3.4,1951.0
Acer,Predator,3.2,1859.0
Razer,Blade,3.3,1953.0
HP,Omen,3.2,1045.0
Razer,Blade,3.3,550.0
Razer,Blade,3.7,576.0
Razer,Blade,3.1,1034.0
Acer,Predator,3.4,1670.0
Alienware,Area-51,3.4,1251.0
Lenovo,Legion,3.2,1173.0
Razer,Blade,3.2,1933.0
HP,Omen,3.7,839.0
Razer,Blade,3.6,632.0
Acer,Predator,3.2,1024.0
Alienware,Area-51,3.1,1915.0
Razer,Blade,3.5,1585.0
Razer,Blade,3.2,1475.0
Razer,Blade,3.1,1408.0
Alienware,Area-51,3.6,1990.0
Acer,Predator,3.6,1733.0
Razer,Blade,3.0,1577.0
Lenovo,Legion,3.5,1468.0
Razer,Blade,3.6,1047.0
Razer,Blade,3.3,1911.0
Razer,Blade,3.6,1592.0
HP,Omen,3.0,1614.0
HP,Omen,3.3,645.0
Lenovo,Legion,3.3,1810.0
Razer,Blade,3.8,972.0
Razer,Blade,3.3,548.0
Razer,Blade,3.7,1917.0
MSI,Raider,3.6,1475.0
Asus,ROG,3.5,1449.0
Acer,Predator,3.0,766.0
Razer,Blade,3.5,1246.0
Razer,Blade,3.5,885.0
Razer,Blade,3.4,1346.0
Razer,Blade,3.6,1050.0
Razer,Blade,3.8,1089.0
HP,Omen,3.1,555.0
Lenovo,Legion,3.5,1457.0
Razer,Blade,3.2,637.0
HP,Omen,3.4,1772.0
MSI,Raider,3.2,1419.0
Alienware,Area-51,3.7,1689.0
Razer,Blade,3.6,1821.0
Razer,Blade,3.2,1419.0
Razer,Blade,3.3,1001.0
Razer,Blade,3.7,554.0
Razer,Blade,3.7,1289.0
MSI,Raider,3.3,1027.0
MSI,Raider,3.7,1428.0
Lenovo,Legion,3.3,1621.0
HP,Omen,3.1,766.0
Razer,Blade,3.3,1403.0
Razer,Blade,3.8,1733.0
Razer,Blade,3.4,1099.0
Razer,Blade,3.6,1204.0
Alienware,Area-51,3.2,885.0
Alienware,Area-51,3.5,809.0
Razer,Blade,3.0,1588.0
Razer,Blade,3.2,1440.0
Lenovo,Legion,3.1,1867.0
Razer,Blade,3.2,1188.0
Razer,Blade,3.8,1278.0
Razer,Blade,3.0,638.0
Razer,Blade,3.5,559.0
Razer,Blade,3.7,547.0
HP,Omen,3.6,1998.0
Lenovo,Legion,3.3,1707.0
Asus,ROG,3.6,1037.0
Razer,Blade,3.4,1510.0
Razer,Blade,3.0,1616.0
MSI,Raider,3.6,1207.0
Razer,Blade,3.1,1899.0
Alienware,Area-51,3.8,1991.0
Razer,Blade,3.7,1193.0
Acer,Predator,3.6,1564.0
Razer,Blade,3.0,868.0
Razer,Blade,3.2,946.0
Razer,Blade,3.1,1450.0
Razer,Blade,3.6,1736.0
Razer,Blade,3.4,555.0
Razer,Blade,3.8,712.0
Lenovo,Legion,3.4,1401.0
Razer,Blade,3.0,1108.0
Razer,Blade,3.0,1605.0
Razer,Blade,3.3,989.0
Razer,Blade,3.7,1411.0
Razer,Blade,3.0,826.0
Razer,Blade,3.8,1264.0
Razer,Blade,3.4,1081.0
Razer,Blade,3.8,1299.0
Razer,Blade,3.5,1396.0
Lenovo,Legion,3.8,774.0
Razer,Blade,3.0,971.0
Alienware,Area-51,3.0,653.0
Razer,Blade,3.0,1359.0
Razer,Blade,3.8,1279.0
Razer,Blade,3.1,926.0
Lenovo,Legion,3.0,1744.0
Razer,Blade,3.3,1515.0
Razer,Blade,3.3,1693.0
Razer,Blade,3.8,1260.0
Razer,Blade,3.5,929.0
Acer,Predator,3.6,1558.0
Alienware,Area-51,3.4,848.0
Lenovo,Legion,3.0,573.0
Razer,Blade,3.1,1019.0
HP,Omen,3.4,1966.0
MSI,Raider,3.7,601.0
Razer,Blade,3.4,1299.0
HP,Omen,3.8,850.0
Razer,Blade,3.2,862.0
Razer,Blade,3.3,735.0
Razer,Blade,3.0,1682.0
Razer,Blade,3.8,1364.0
Razer,Blade,3.1,1897.0
Acer,Predator,3.5,754.0
HP,Omen,3.7,1529.0
Razer,Blade,3.3,1630.0
Acer,Predator,3.5,1010.0
Razer,Blade,3.3,723.0
MSI,Raider,3.7,598.0
Razer,Blade,3.4,926.0
Razer,Blade,3.6,983.0
Razer,Blade,3.5,700.0
Razer,Blade,3.2,1685.0
Razer,Blade,3.1,898.0
Asus,ROG,3.2,1534.0
Asus,ROG,3.1,1240.0
Razer,Blade,3.5,1547.0
MSI,Raider,3.7,1995.0
Razer,Blade,3.4,1875.0
Razer,Blade,3.6,1538.0
Razer,Blade,3.2,1805.0
Lenovo,Legion,3.7,1457.0
Asus,ROG,3.2,801.0
Lenovo,Legion,3.4,1716.0
Acer,Predator,3.5,1680.0
Razer,Blade,3.1,1521.0
Alienware,Area-51,3.8,705.0
HP,Omen,3.4,1378.0
MSI,Raider,3.1,1550.0
Razer,Blade,3.2,735.0
HP,Omen,3.5,754.0
Asus,ROG,3.1,729.0
Acer,Predator,3.5,872.0
Razer,Blade,3.6,1289.0
Razer,Blade,3.1,1693.0
Razer,Blade,3.7,1820.0
Razer,Blade,3.5,586.0
Alienware,Area-51,3.4,1469.0
Acer,Predator,3.5,1343.0
Razer,Blade,3.7,1661.0
Acer,Predator,3.4,823.0
MSI,Raider,3.0,1038.0
Acer,Predator,3.1,751.0
Razer,Blade,3.5,1841.0
MSI,Raider,3.7,1733.0
Razer,Blade,3.0,1382.0
HP,Omen,3.3,676.0
Razer,Blade,3.2,1228.0
Razer,Blade,3.1,1615.0
MSI,Raider,3.4,867.0
Razer,Blade,3.6,1084.0
Razer,Blade,3.3,1523.0
Alienware,Area-51,3.3,690.0
Alienware,Area-51,3.8,1077.0
Alienware,Area-51,3.2,675.0
Razer,Blade,3.1,940.0
Razer,Blade,3.7,1496.0
Razer,Blade,3.1,1888.0
Razer,Blade,3.4,1340.0
Asus,ROG,3.6,1418.0
Razer,Blade,3.8,1870.0
Alienware,Area-51,3.7,1611.0
HP,Omen,3.0,1739.0
Razer,Blade,3.3,1296.0
HP,Omen,3.6,538.0
Alienware,Area-51,3.7,1407.0
HP,Omen,3.5,1563.0
Razer,Blade,3.5,1151.0
Razer,Blade,3.7,1605.0
Razer,Blade,3.3,1372.0
Razer,Blade,3.0,1744.0
Asus,ROG,3.0,1821.0
Razer,Blade,3.8,1642.0
Razer,Blade,3.8,1551.0
Razer,Blade,3.3,1507.0
Razer,Blade,3.1,522.0
Acer,Predator,3.5,1381.0
Razer,Blade,3.1,1092.0
Razer,Blade,3.5,904.0
HP,Omen,3.0,1257.0
Razer,Blade,3.5,1582.0
Asus,ROG,3.6,1401.0
MSI,Raider,3.1,1037.0
Razer,Blade,3.1,1021.0
Razer,Blade,3.7,737.0
Razer,Blade,3.6,1306.0
Acer,Predator,3.3,562.0
Razer,Blade,3.1,1379.0
MSI,Raider,3.0,1695.0
Razer,Blade,3.1,675.0
Razer,Blade,3.5,1934.0
Razer,Blade,3.4,1620.0
Razer,Blade,3.1,1744.0
Razer,Blade,3.4,1864.0
Razer,Blade,3.5,1599.0
Razer,Blade,3.3,1971.0
Razer,Blade,3.7,524.0
Razer,Blade,3.5,685.0
Razer,Blade,3.5,1090.0
Asus,ROG,3.4,989.0
Razer,Blade,3.5,1540.0
Lenovo,Legion,3.8,1374.0
Razer,Blade,3.4,1590.0
Razer,Blade,3.6,732.0
Acer,Predator,3.7,968.0
Razer,Blade,3.8,1226.0
MSI,Raider,3.3,555.0
Razer,Blade,3.8,1386.0
HP,Omen,3.4,555.0
Razer,Blade,3.0,573.0
Razer,Blade,3.0,1510.0
Razer,Blade,3.5,1689.0
Razer,Blade,3.1,1674.0
Razer,Blade,3.6,633.0
Alienware,Area-51,3.1,633.0
Razer,Blade,3.4,1484.0
Alienware,Area-51,3.5,1984.0
Razer,Blade,3.6,796.0
Razer,Blade,3.1,1560.0
Alienware,Area-51,3.8,1430.0
Alienware,Area-51,3.8,1354.0
Alienware,Area-51,3.6,620.0
Razer,Blade,3.6,704.0
Acer,Predator,3.8,904.0
Razer,Blade,3.2,820.0
Asus,ROG,3.6,510.0
Razer,Blade,3.5,1107.0
Razer,Blade,3.5,596.0
Razer,Blade,3.5,1678.0
Razer,Blade,3.1,583.0
Razer,Blade,3.0,1355.0
Alienware,Area-51,3.7,673.0
Razer,Blade,3.4,1015.0
Lenovo,Legion,3.2,1539.0
HP,Omen,3.8,1965.0
Lenovo,Legion,3.8,1451.0
Razer,Blade,3.0,1211.0
Razer,Blade,3.2,1983.0
Razer,Blade,3.6,949.0
Razer,Blade,3.0,879.0
Razer,Blade,3.1,1139.0
Razer,Blade,3.6,929.0
Lenovo,Legion,3.7,1613.0
Razer,Blade,3.8,556.0
Razer,Blade,3.3,1213.0
Razer,Blade,3.5,618.0
Razer,Blade,3.6,1865.0
Razer,Blade,3.4,993.0
Asus,ROG,3.6,1968.0
Razer,Blade,3.8,591.0
Alienware,Area-51,3.4,1525.0
Acer,Predator,3.7,1796.0
MSI,Raider,3.3,840.0
Razer,Blade,3.1,1185.0
Asus,ROG,3.2,754.0
HP,Omen,3.5,1007.0
Razer,Blade,3.1,1445.0
Razer,Blade,3.3,1354.0
Razer,Blade,3.6,1069.0
Asus,ROG,3.8,765.0
Acer,Predator,3.7,1859.0
Lenovo,Legion,3.0,1533.0
Razer,Blade,3.7,1188.0
Razer,Blade,3.8,1651.0
Acer,Predator,3.6,727.0
Razer,Blade,3.6,688.0
Razer,Blade,3.7,1879.0
Razer,Blade,3.3,1600.0
Lenovo,Legion,3.7,1982.0
Razer,Blade,3.4,1719.0
MSI,Raider,3.6,889.0
HP,Omen,3.6,839.0
MSI,Raider,3.8,985.0
Asus,ROG,3.8,1779.0
MSI,Raider,3.2,1914.0
Asus,ROG,3.3,533.0
Lenovo,Legion,3.3,1088.0
Alienware,Area-51,3.6,1788.0
Acer,Predator,3.4,585.0
HP,Omen,3.2,707.0
Razer,Blade,3.3,1525.0
Razer,Blade,3.8,1167.0
Razer,Blade,3.3,546.0
Razer,Blade,3.5,1681.0
Razer,Blade,3.4,1446.0
Acer,Predator,3.6,1703.0
HP,Omen,3.6,618.0
Lenovo,Legion,3.8,836.0
Razer,Blade,3.1,949.0
MSI,Raider,3.7,1020.0
